id1	rate	id
22025	0	22025
22023	0	22023
22021	0	22021
22029	0	22029
6007	3	06007
6005	0	06005
72045	0	72045
6003	0	06003
6001	38	06001
6009	0	06009
51620	0	51620
2016	0	02016
2013	0	02013
16011	0	16011
39017	0	39017
16013	0	16013
39015	0	39015
16015	0	16015
39013	1	39013
16017	0	16017
39011	0	39011
16019	0	16019
27155	0	27155
27157	0	27157
27151	0	27151
39019	2	39019
22117	0	22117
21129	0	21129
21127	0	21127
21125	0	21125
21123	0	21123
22115	0	22115
21121	1	21121
19087	0	19087
46061	0	46061
40001	0	40001
12039	0	12039
42031	0	42031
46065	0	46065
22111	0	22111
46067	0	46067
42035	3	42035
12033	0	12033
12031	33	12031
42039	0	42039
12037	0	12037
13007	0	13007
12035	1	12035
51133	0	51133
51131	0	51131
51137	0	51137
51135	0	51135
40005	0	40005
51139	0	51139
16057	0	16057
31177	0	31177
40007	0	40007
72041	0	72041
6059	57	06059
13299	0	13299
22119	0	22119
13291	0	13291
13293	0	13293
13295	0	13295
13297	0	13297
12107	1	12107
12105	7	12105
12103	11	12103
12101	2	12101
2240	0	02240
12109	0	12109
26049	8	26049
5029	0	05029
26041	0	26041
5021	0	05021
26043	1	26043
5023	0	05023
26045	0	26045
5025	0	05025
26047	0	26047
5027	0	05027
20099	0	20099
19095	0	19095
48239	0	48239
20091	0	20091
20093	0	20093
20095	0	20095
20097	0	20097
1043	1	01043
1041	0	01041
13181	0	13181
13183	0	13183
72093	0	72093
1049	1	01049
13189	0	13189
36001	24	36001
36003	0	36003
36005	20	36005
36007	18	36007
36009	1	36009
5115	1	05115
5117	0	05117
5111	0	05111
5113	0	05113
48309	3	48309
5119	6	05119
48435	0	48435
48437	1	48437
48431	0	48431
48433	0	48433
48439	28	48439
72153	0	72153
53027	2	53027
48129	0	48129
72099	0	72099
48123	0	48123
48121	8	48121
12123	0	12123
48125	0	48125
13071	0	13071
13073	0	13073
13075	0	13075
13077	3	13077
13079	0	13079
13277	0	13277
13275	0	13275
13273	0	13273
13271	0	13271
45087	0	45087
45085	0	45085
45083	6	45083
13279	0	13279
18099	0	18099
18093	1	18093
18091	0	18091
8091	0	08091
18097	71	18097
18095	0	18095
27113	0	27113
48057	0	48057
40099	0	40099
48053	0	48053
48051	0	48051
40093	0	40093
40091	0	40091
40097	1	40097
40095	0	40095
20077	0	20077
20075	0	20075
37199	0	37199
20073	0	20073
20071	0	20071
37195	1	37195
37197	0	37197
37191	1	37191
37193	0	37193
20079	8	20079
8079	0	08079
48369	0	48369
8071	0	08071
8073	0	08073
8075	0	08075
8077	4	08077
18167	2	18167
28021	0	28021
18165	1	18165
18163	4	18163
18161	0	18161
20207	0	20207
18169	0	18169
8097	0	08097
8095	0	08095
8093	2	08093
16021	0	16021
28025	0	28025
8099	0	08099
29127	1	29127
48399	0	48399
29125	0	29125
19035	0	19035
29123	0	29123
28027	0	28027
29121	0	29121
51595	0	51595
20139	0	20139
29129	0	29129
19033	1	19033
19031	0	19031
35049	1	35049
35045	3	35045
72031	0	72031
35047	0	35047
35041	0	35041
35043	0	35043
48391	0	48391
48393	0	48393
55139	4	55139
72023	0	72023
55137	0	55137
20137	0	20137
55135	0	55135
55133	1	55133
55131	2	55131
31105	0	31105
31107	0	31107
31101	0	31101
31103	0	31103
31109	7	31109
37103	0	37103
72025	0	72025
47013	0	47013
47011	0	47011
47017	0	47017
47015	0	47015
29045	0	29045
47019	0	47019
39157	3	39157
19165	0	19165
39155	3	39155
19167	0	19167
39153	25	39153
19161	0	19161
39151	3	39151
19163	0	19163
27015	0	27015
27017	0	27017
27011	0	27011
19169	4	19169
27013	3	27013
55009	2	55009
12041	0	12041
55003	0	55003
51580	0	51580
37109	0	37109
55007	0	55007
55005	0	55005
22031	0	22031
22033	8	22033
22035	0	22035
22037	0	22037
22039	0	22039
6011	1	06011
6013	9	06013
6015	2	06015
6017	2	06017
6019	11	06019
51630	0	51630
2068	0	02068
48365	0	48365
2060	0	02060
27129	0	27129
16003	0	16003
39021	0	39021
16001	5	16001
39027	0	39027
16007	0	16007
39025	0	39025
16005	0	16005
27121	0	27121
27123	0	27123
16009	0	16009
27125	0	27125
27127	0	27127
48361	1	48361
21139	0	21139
21131	0	21131
21133	0	21133
21135	0	21135
21137	0	21137
12027	0	12027
12021	4	12021
12023	3	12023
46115	0	46115
51830	0	51830
12029	0	12029
46073	0	46073
42127	0	42127
30081	0	30081
42009	0	42009
46075	0	46075
6085	34	06085
42005	0	42005
46079	0	46079
42003	29	42003
42001	1	42001
42121	2	42121
51125	0	51125
42123	0	42123
51121	0	51121
48027	4	48027
46053	0	46053
40069	0	40069
48023	0	48023
12111	0	12111
12113	1	12113
45013	4	45013
12117	0	12117
12119	2	12119
40063	0	40063
26059	0	26059
17199	0	17199
17197	6	17197
26053	0	26053
17195	2	17195
26051	0	26051
17193	0	17193
26057	0	26057
17191	0	17191
26055	1	26055
48209	10	48209
48203	0	48203
8117	0	08117
48201	81	48201
48207	0	48207
48205	0	48205
17175	0	17175
17177	0	17177
17171	0	17171
48029	61	48029
17173	0	17173
1077	0	01077
1075	0	01075
1073	0	01073
1071	0	01071
51141	0	51141
48339	6	48339
48337	0	48337
48335	0	48335
48333	0	48333
48331	0	48331
48117	1	48117
48115	0	48115
48113	88	48113
48111	0	48111
40153	0	40153
40151	0	40151
48119	0	48119
48417	0	48417
48415	0	48415
13089	154	13089
13085	0	13085
13087	0	13087
13081	0	13081
13083	0	13083
26147	0	26147
36109	4	36109
13241	0	13241
13247	0	13247
13245	9	13245
36101	0	36101
36103	16	36103
48411	0	48411
36105	1	36105
36107	0	36107
31069	0	31069
48063	0	48063
48061	2	48061
48067	0	48067
48065	0	48065
48069	0	48069
20043	0	20043
20041	1	20041
20047	0	20047
20045	6	20045
37189	2	37189
37187	0	37187
20049	0	20049
26149	0	26149
37183	25	37183
37181	0	37181
1095	0	01095
1097	2	01097
1091	10	01091
31061	0	31061
1093	0	01093
1099	0	01099
18171	0	18171
18173	2	18173
18175	0	18175
18177	3	18177
18179	0	18179
54035	0	54035
54037	2	54037
54031	0	54031
54033	1	54033
54039	0	54039
29131	0	29131
29133	0	29133
29135	0	29135
29137	0	29137
29139	0	29139
18085	1	18085
13059	3	13059
18081	3	18081
13187	0	13187
18083	1	18083
18089	1	18089
48097	0	48097
31009	0	31009
40119	1	40119
35059	0	35059
31005	0	31005
19195	0	19195
31007	0	31007
35055	0	35055
31001	0	31001
35053	0	35053
31003	0	31003
35051	0	35051
40117	0	40117
19197	0	19197
45069	0	45069
40115	1	40115
55129	0	55129
11001	127	11001
48099	0	48099
55121	0	55121
55123	0	55123
55125	0	55125
55127	0	55127
28087	0	28087
28085	0	28085
28083	2	28083
28081	1	28081
31179	0	31179
28089	0	28089
48083	0	48083
51079	0	51079
47009	0	47009
47005	0	47005
47007	0	47007
47001	2	47001
47003	0	47003
19111	0	19111
39141	0	39141
19113	6	19113
39143	0	39143
19115	0	19115
39145	0	39145
19117	0	19117
27009	2	27009
19119	0	19119
27007	0	27007
27005	0	27005
27003	3	27003
27001	0	27001
30097	0	30097
51077	0	51077
49037	0	49037
51057	0	51057
27019	0	27019
46027	0	46027
51051	0	51051
49033	0	49033
2070	0	02070
51053	0	51053
27139	0	27139
19029	0	19029
39039	2	39039
16039	0	16039
19025	0	19025
39035	63	39035
19027	0	19027
27131	0	27131
19021	0	19021
39031	1	39031
19023	0	19023
27135	0	27135
37139	0	37139
39095	10	39095
51800	0	51800
51059	24	51059
12051	0	12051
12053	0	12053
12055	0	12055
39159	0	39159
12057	28	12057
12059	0	12059
42019	2	42019
46049	0	46049
46047	0	46047
42011	3	42011
46045	0	46045
42013	1	42013
46043	0	46043
42015	0	42015
46041	0	46041
42017	5	42017
51159	0	51159
20161	2	20161
51153	1	51153
51155	0	51155
51157	0	51157
48345	0	48345
48343	0	48343
21097	0	21097
21095	0	21095
21093	0	21093
21091	0	21091
48341	0	48341
55001	0	55001
21099	0	21099
26067	0	26067
17153	0	17153
26065	7	26065
26063	0	26063
26061	0	26061
2261	0	02261
26069	1	26069
17189	0	17189
17181	0	17181
17183	0	17183
17185	0	17185
17187	0	17187
36023	0	36023
1069	1	01069
17165	0	17165
17163	2	17163
17161	2	17161
1061	0	01061
1063	0	01063
1065	0	01065
17169	0	17169
49023	0	49023
48329	1	48329
54087	0	54087
48321	0	48321
48323	0	48323
48325	0	48325
48327	0	48327
48101	0	48101
48451	5	48451
48105	0	48105
48107	0	48107
48109	0	48109
48459	0	48459
13099	0	13099
13097	0	13097
13095	0	13095
13093	0	13093
13091	0	13091
48215	9	48215
36119	9	36119
13259	0	13259
48213	0	48213
36113	2	36113
36111	3	36111
13251	0	13251
13253	0	13253
48079	0	48079
48075	0	48075
48077	0	48077
48071	0	48071
48073	0	48073
24025	3	24025
53001	0	53001
24027	2	24027
24021	4	24021
20059	0	20059
24023	0	24023
20055	0	20055
20057	0	20057
24029	0	24029
20051	0	20051
20053	0	20053
1087	1	01087
1085	1	01085
1083	5	01083
1081	3	01081
53005	0	53005
40149	0	40149
1089	0	01089
72079	0	72079
17087	0	17087
72075	0	72075
72077	0	72077
18181	1	18181
18183	1	18183
17089	3	17089
54025	0	54025
54023	0	54023
54021	0	54021
55037	0	55037
54029	1	54029
53003	0	53003
30015	0	30015
30017	0	30017
30011	0	30011
30013	4	30013
31019	0	31019
31017	0	31017
35061	0	35061
31015	0	31015
30019	0	30019
31013	0	31013
31011	0	31011
15007	0	15007
45049	0	45049
15003	1	15003
30065	0	30065
15001	0	15001
15009	0	15009
51069	0	51069
39023	0	39023
23011	0	23011
28091	0	28091
23013	1	23013
28093	0	28093
23015	0	23015
28095	0	28095
23017	0	23017
28097	0	28097
23019	1	23019
28099	0	28099
31169	0	31169
54053	0	54053
47079	1	47079
49025	0	49025
47071	0	47071
47073	0	47073
47075	0	47075
39029	0	39029
47077	0	47077
55061	0	55061
19103	4	19103
55063	3	55063
51031	2	51031
51036	0	51036
19107	0	19107
55067	0	55067
19105	0	19105
27033	0	27033
51735	0	51735
27031	0	27031
19109	0	19109
27037	1	27037
27035	0	27035
55031	0	55031
47105	0	47105
47107	0	47107
47101	0	47101
47103	0	47103
47109	0	47109
27107	0	27107
27105	0	27105
27103	0	27103
27101	0	27101
29067	0	29067
27109	1	27109
39049	0	39049
16029	0	16029
72047	0	72047
19039	0	19039
39041	2	39041
19037	0	19037
39043	2	39043
16023	0	16023
39045	2	39045
16025	0	16025
39047	2	39047
16027	2	16027
51810	0	51810
33015	5	33015
48373	0	48373
72043	0	72043
12043	0	12043
13143	0	13143
12047	0	12047
48395	0	48395
12045	0	12045
12049	0	12049
72125	0	72125
33011	9	33011
46059	0	46059
46051	0	46051
13147	0	13147
46055	0	46055
46057	0	46057
51149	0	51149
72121	0	72121
13149	0	13149
51143	0	51143
29069	0	29069
51147	0	51147
56021	0	56021
51145	0	51145
51061	2	51061
2275	0	02275
48397	0	48397
21083	0	21083
21085	0	21085
21087	0	21087
21089	0	21089
26071	0	26071
26073	1	26073
26075	0	26075
26077	8	26077
26079	1	26079
47047	0	47047
42103	0	42103
51063	0	51063
5099	0	05099
48269	0	48269
17151	0	17151
46071	0	46071
17157	1	17157
48103	0	48103
17155	0	17155
48181	0	48181
5091	0	05091
17159	0	17159
5095	0	05095
5097	0	05097
46077	0	46077
36047	78	36047
13319	0	13319
13315	0	13315
13317	0	13317
13311	0	13311
13313	0	13313
48185	0	48185
17081	0	17081
42007	1	42007
17083	0	17083
17085	0	17085
5149	0	05149
5147	0	05147
5145	1	05145
42109	0	42109
5143	6	05143
5141	0	05141
49027	0	49027
48469	1	48469
48467	1	48467
48465	0	48465
48463	1	48463
48461	0	48461
20119	0	20119
20115	0	20115
20117	0	20117
20111	0	20111
20113	0	20113
36123	0	36123
36121	0	36121
13229	1	13229
48263	0	48263
48265	1	48265
48267	0	48267
13221	0	13221
13223	0	13223
13225	0	13225
13227	1	13227
55091	0	55091
40049	0	40049
55059	0	55059
40045	0	40045
40047	1	40047
40041	1	40041
40043	0	40043
48009	0	48009
48001	0	48001
48003	0	48003
48005	0	48005
48007	0	48007
20029	0	20029
24037	0	24037
24035	0	24035
24033	0	24033
24031	15	24031
20021	0	20021
20023	0	20023
20025	0	20025
20027	0	20027
24039	0	24039
13135	3	13135
13137	0	13137
13131	0	13131
13133	0	13133
55051	0	55051
40139	1	40139
13139	1	13139
72141	0	72141
55053	0	55053
72069	0	72069
72067	0	72067
72065	0	72065
56017	0	56017
72061	0	72061
54013	0	54013
54011	6	54011
54017	0	54017
54015	0	54015
54019	0	54019
48485	2	48485
48487	0	48487
38019	0	38019
48483	0	48483
38015	1	38015
38017	7	38017
5049	0	05049
38011	0	38011
38013	0	38013
5047	0	05047
48169	0	48169
30007	0	30007
31029	0	31029
30005	0	30005
30003	0	30003
30001	0	30001
31023	0	31023
56019	0	56019
31021	0	31021
31027	0	31027
31025	0	31025
30009	0	30009
55027	0	55027
51540	0	51540
23003	0	23003
23001	2	23001
28069	0	28069
23007	0	23007
31159	0	31159
23005	9	23005
28065	0	28065
28067	0	28067
23009	0	23009
28061	0	28061
28063	0	28063
27025	0	27025
27027	0	27027
27021	0	27021
27023	0	27023
47063	0	47063
47061	0	47061
27029	0	27029
47065	7	47065
40131	1	40131
36083	0	36083
55077	0	55077
19139	1	19139
55075	0	55075
19137	0	19137
19135	0	19135
55079	73	55079
51003	4	51003
40133	0	40133
19131	0	19131
50023	1	50023
50021	0	50021
50027	0	50027
50025	1	50025
40137	0	40137
41069	0	41069
2050	0	02050
47117	1	47117
47115	0	47115
47113	0	47113
13035	0	13035
12115	3	12115
27111	0	27111
13037	0	13037
27115	0	27115
27117	0	27117
27119	0	27119
40035	0	40035
28115	0	28115
19009	0	19009
39059	1	39059
28111	0	28111
28113	0	28113
19003	0	19003
39053	0	39053
19001	0	19001
40037	1	40037
19007	0	19007
39057	1	39057
19005	0	19005
39055	0	39055
6109	0	06109
12079	0	12079
12077	0	12077
12075	0	12075
12073	6	12073
12071	11	12071
51177	0	51177
26113	0	26113
51175	0	51175
51173	0	51173
51171	0	51171
49013	0	49013
51179	1	51179
51775	2	51775
42093	0	42093
51770	0	51770
48449	0	48449
49015	0	49015
46083	0	46083
46081	0	46081
46087	0	46087
49017	0	49017
46085	0	46085
49055	0	49055
49057	2	49057
49051	0	49051
49053	0	49053
72063	0	72063
21079	0	21079
21075	0	21075
21077	0	21077
21071	0	21071
21073	0	21073
26089	0	26089
26085	0	26085
26087	1	26087
26081	11	26081
26083	0	26083
50011	0	50011
21219	0	21219
5089	0	05089
17149	0	17149
21211	0	21211
5083	1	05083
21213	5	21213
5081	0	05081
21215	0	21215
5087	0	05087
21217	0	21217
5085	0	05085
21189	0	21189
13309	0	13309
21181	0	21181
13307	0	13307
21183	0	21183
13305	0	13305
21185	4	21185
13303	0	13303
21187	0	21187
13301	0	13301
12095	5	12095
17093	2	17093
12097	0	12097
17091	0	17091
12091	2	12091
17097	2	17097
12093	0	12093
17095	0	17095
17099	1	17099
12099	31	12099
48479	0	48479
20149	0	20149
48471	1	48471
48473	0	48473
48475	0	48475
48477	2	48477
39171	0	39171
20109	0	20109
20107	0	20107
20105	0	20105
20103	1	20103
20101	0	20101
51075	0	51075
39175	1	39175
51073	0	51073
48273	1	48273
13239	0	13239
48277	1	48277
48275	0	48275
13233	0	13233
13231	0	13231
13237	0	13237
13235	0	13235
41055	0	41055
41057	0	41057
44009	1	44009
1079	0	01079
41053	0	41053
40059	0	40059
44005	2	44005
36029	47	36029
44007	12	44007
8125	0	08125
44001	3	44001
8123	1	08123
44003	4	44003
8121	0	08121
48019	0	48019
29099	0	29099
29097	0	29097
48013	0	48013
29095	30	29095
48011	0	48011
29093	0	29093
48017	0	48017
29091	0	29091
48015	0	48015
24003	17	24003
24001	0	24001
20039	0	20039
24005	74	24005
17179	3	17179
24009	0	24009
20031	0	20031
20037	3	20037
20035	0	20035
37087	0	37087
13127	4	13127
37085	1	37085
40121	3	40121
37083	0	37083
13123	0	13123
37081	7	37081
40125	1	40125
40129	0	40129
37089	0	37089
13129	0	13129
72059	0	72059
72053	0	72053
72051	0	72051
72057	0	72057
72055	0	72055
72054	0	72054
54009	0	54009
54005	0	54005
54007	0	54007
54001	0	54001
54003	0	54003
48497	0	48497
48495	0	48495
48493	0	48493
48491	10	48491
38007	0	38007
29039	0	29039
38003	0	38003
38001	0	38001
30033	0	30033
30031	4	30031
30037	0	30037
30035	0	30035
30039	0	30039
18035	11	18035
18037	0	18037
18031	0	18031
18033	1	18033
48489	0	48489
18039	1	18039
72133	0	72133
29075	0	29075
31149	0	31149
29077	2	29077
29071	0	29071
29073	0	29073
28079	0	28079
28077	0	28077
28075	0	28075
29079	0	29079
28073	0	28073
23031	3	23031
28071	6	28071
47057	0	47057
47055	0	47055
2195	0	02195
47051	0	47051
2198	0	02198
47059	1	47059
27051	0	27051
27053	28	27053
27055	1	27055
27057	0	27057
27059	0	27059
50017	0	50017
19129	0	19129
50015	0	50015
50013	0	50013
41059	3	41059
55047	0	55047
19121	0	19121
55045	0	55045
19123	2	19123
55043	0	55043
19125	0	19125
50019	0	50019
19127	0	19127
35001	14	35001
31035	0	31035
35003	0	35003
31037	0	31037
35005	0	35005
31031	0	31031
35007	0	35007
31033	0	31033
35009	0	35009
31039	0	31039
48441	5	48441
46123	0	46123
48443	0	48443
46125	0	46125
47123	0	47123
47121	0	47121
47127	0	47127
47125	4	47125
48445	0	48445
47129	0	47129
46127	0	46127
39067	0	39067
19015	0	19015
39065	0	39065
19017	0	19017
39063	4	39063
19011	0	19011
39061	31	39061
19013	4	19013
19019	0	19019
39069	2	39069
28107	0	28107
28105	3	28105
28103	0	28103
28101	1	28101
39001	0	39001
28109	0	28109
39003	0	39003
72083	0	72083
45017	0	45017
12069	1	12069
29085	0	29085
12061	1	12061
12063	0	12063
12065	0	12065
12067	0	12067
29211	0	29211
51163	0	51163
51165	0	51165
51167	0	51167
51169	0	51169
29213	0	29213
51760	0	51760
29215	0	29215
48045	0	48045
46099	4	46099
49049	3	49049
46095	0	46095
46097	0	46097
49043	1	49043
49041	1	49041
21069	0	21069
21067	9	21067
21065	0	21065
21063	0	21063
21061	0	21061
72101	0	72101
48297	0	48297
26099	6	26099
26097	0	26097
26095	0	26095
26093	0	26093
26091	15	26091
56043	0	56043
30099	0	30099
46015	0	46015
56041	0	56041
72107	0	72107
17139	0	17139
31157	0	31157
21209	0	21209
17131	0	17131
21203	0	21203
17133	1	17133
21201	0	21201
17135	0	17135
21207	0	21207
17137	1	17137
21205	2	21205
21199	0	21199
21193	3	21193
21191	0	21191
21197	0	21197
21195	1	21195
12086	34	12086
12087	0	12087
12085	0	12085
12083	1	12083
12081	3	12081
12089	2	12089
17045	3	17045
17047	0	17047
17041	0	17041
17043	0	17043
20133	0	20133
20131	0	20131
17049	1	17049
20135	0	20135
13207	2	13207
13243	0	13243
13205	0	13205
13201	0	13201
13209	0	13209
36065	0	36065
48249	0	48249
48247	0	48247
48245	4	48245
48243	0	48243
48241	0	48241
45015	14	45015
41047	9	41047
8119	0	08119
41045	0	41045
45011	0	45011
41043	1	41043
48021	1	48021
41041	0	41041
8113	0	08113
8111	0	08111
40067	1	40067
8115	0	08115
41049	0	41049
20007	0	20007
29089	0	29089
20005	0	20005
46017	0	46017
20003	0	20003
20001	0	20001
29081	0	29081
29083	0	29083
13249	0	13249
20009	0	20009
29087	0	29087
24019	0	24019
24015	1	24015
24017	1	24017
24011	0	24011
24013	0	24013
13113	1	13113
37091	0	37091
13111	0	13111
37093	0	37093
13117	0	13117
37095	0	37095
13115	3	13115
37097	3	37097
45019	1	45019
37099	2	37099
13119	0	13119
36069	0	36069
40113	0	40113
40111	0	40111
4027	0	04027
46019	0	46019
54079	0	54079
54071	0	54071
4023	0	04023
54073	0	54073
54075	0	54075
54077	0	54077
38039	0	38039
9013	2	09013
38033	0	38033
38031	0	38031
54047	0	54047
38037	0	38037
38035	2	38035
47067	0	47067
54049	0	54049
51790	0	51790
34019	1	34019
30029	0	30029
55073	0	55073
34011	1	34011
30025	0	30025
34013	4	34013
30027	0	30027
34015	7	34015
30021	0	30021
34017	15	34017
30023	0	30023
54105	0	54105
18027	0	18027
54107	10	54107
18025	0	18025
54101	0	54101
18023	0	18023
54103	0	54103
18021	0	18021
54109	0	54109
18029	0	18029
38105	0	38105
38103	0	38103
51009	0	51009
38101	0	38101
23029	0	23029
28049	1	28049
29065	0	29065
29063	0	29063
29061	0	29061
28043	0	28043
23021	0	23021
28041	0	28041
23023	0	23023
28047	1	28047
23025	0	23025
28045	0	28045
23027	0	23027
47041	0	47041
2180	0	02180
47043	0	47043
47045	0	47045
2185	0	02185
47049	60	47049
2188	0	02188
51550	0	51550
27043	0	27043
27041	0	27041
27047	0	27047
27045	0	27045
53049	0	53049
27049	0	27049
50001	0	50001
50003	0	50003
50005	0	50005
50007	12	50007
50009	0	50009
51570	0	51570
55055	0	55055
55057	1	55057
31041	0	31041
35013	3	35013
31043	0	31043
35011	0	35011
31045	0	31045
35017	0	35017
31047	0	31047
35015	0	35015
31049	0	31049
35019	0	35019
51680	0	51680
51683	0	51683
51685	0	51685
47139	0	47139
47135	0	47135
47137	0	47137
47131	0	47131
47133	0	47133
19061	2	19061
39071	0	39071
19063	0	19063
