22,8.27E+17, Wed Feb 01 02:58:25 +0000 2017,1.49E+12, on morphine reading about marie colvins final assignment  heaven waiting for a ct scan. might ,  morphine,314090359, fowlerruth, storyteller. welsh. words  pictures. agent casarotto. manager mgmt 360.,0,0,2049, South LA / London, {'type': 'Point': 'coordinates': [34.027401: -118.4861406]}
1370,8.41E+17, Mon Mar 13 21:14:25 +0000 2017,1.49E+12, thats sorta a rockstar euphemism for when they load pawpaw up with morphine to make him comfortable. ,  morphine,92601021, BobFranko, healthcare administrator  former sports stringer  fan of history  nonprofit supporter. to have a testimony  you have to have a test.,0,0,2109, valparaiso: IN, None
1384,8.41E+17, Mon Mar 13 22:11:40 +0000 2017,1.49E+12, @thecinemasnob if that brooklyn gorilla has ampules of liquid morphine  bela will follow him anywhere.,  morphine,16270156, GovRocknar, randolph vance,0,0,264, Lexington: Kentucky, None
1430,8.41E+17, Mon Mar 13 23:58:46 +0000 2017,1.49E+12, i need coffee or a shot of morphine.,  morphine,3086514492, nickiduhh, |  | 11 | perspective | sincerity,0,0,422, Delano: CA, None
1436,8.41E+17, Tue Mar 14 00:17:17 +0000 2017,1.49E+12, @kristingrooms20 me on morphine is hilarious. i love you too,  morphine,3122727709, keeeeeeeum, none,0,0,271, None, None
1498,8.41E+17, Tue Mar 14 02:25:44 +0000 2017,1.49E+12, @carbonellnestor u forgot to grab some morphine poor romero batesmotel,  morphine,3818160916, Johnson80Katie, proud mommy of 3. lover of bates motel and general hospital.,0,0,212, greenville: va, None
1615,8.42E+17, Tue Mar 14 04:52:56 +0000 2017,1.49E+12, um...smells...like morphine in the air...,  morphine,463103592, Erkzalez, please note these are not necessarily my political views...i am just sharing information. 9175238801,0,0,3334, New York City: NY, None
1617,8.42E+17, Tue Mar 14 04:58:08 +0000 2017,1.49E+12, report morphine by rogue military individuals and president trump alerted and family.,  morphine,463103592, Erkzalez, please note these are not necessarily my political views...i am just sharing information. 9175238801,0,0,3334, New York City: NY, None
1618,8.42E+17, Tue Mar 14 05:01:09 +0000 2017,1.49E+12, the greatest thing is blood work reveals all morphine from the military on me is already in the blood bank.,  morphine,463103592, Erkzalez, please note these are not necessarily my political views...i am just sharing information. 9175238801,0,0,3334, New York City: NY, None
1631,8.42E+17, Tue Mar 14 06:31:15 +0000 2017,1.49E+12, apparently he had this big fat shot of doggy morphine so he cant feel a thing and is sleeping like a log. but i will be up all night.,  morphine,554657519, tarakelm, all i need are some tasty waves  a cool buzz  and im fine,0,0,390, RCCä_ç¥ŸEIU, None
1674,8.42E+17, Tue Mar 14 13:32:16 +0000 2017,1.49E+12, @hayshay asked for a little pain relief and just got blasted with morphine its about to get lit up in hurrr,  morphine,342316073, WilliamRRude, nag champa and some lofi hiphop,0,0,432, Chicago IL, None
1689,8.42E+17, Tue Mar 14 14:45:35 +0000 2017,1.49E+12, im ok oh they are def enjoying lhm on morphine lol ,  morphine,21007637, LITEHOUSEMASHEL, living the fab life on li and you would have heard me on 106.1 at one point but now im taking the city by storm follow me on facebook  instagram and snapchat,0,0,379, Long Island : New York, None
1703,8.42E+17, Tue Mar 14 15:38:30 +0000 2017,1.49E+12, turkeynetherlandserdogan slams dutch over srebrenicahttpst.cobxj0p7nat6 a heavyweight sent me to the hospital they gave me morphine..,  morphine,485777932, AdamsFantasy, silver hey why do you say im nosy tetrn me why would i say that silver i dont know  but you keep writing it in your diary.no porn please,0,0,5243,  USA, None
1745,8.42E+17, Tue Mar 14 17:54:44 +0000 2017,1.49E+12, on the one hand  if youre taking morphine  you may really be charmed by seeing a poetic word in the ingredient listing of your syrup.,  morphine,325005504, sesquiotic, writer. editor. picturetaker. runner. singer. cooker. drinker. ma linguistics  phd drama. sesquiotics is 3 as good as semiotics. ,0,0,1889, Toronto, None
1769,8.42E+17, Tue Mar 14 19:20:41 +0000 2017,1.49E+12, its morphin time just realized this sounds terribly close to morphine time ,  morphine,23405608, finalsights, hardware expert | esports consultant | tespa south rec director | my thoughts are my own.,0,0,559, Denton TX, None
1795,8.42E+17, Tue Mar 14 20:20:56 +0000 2017,1.49E+12, @cmsepeda27 @nivekzitro not yet. theyve been pushing antibiotics thru me as well as dilaudid and morphine to get the pain down. at a 9,  morphine,2472035864, noble_darrin, im a long haired pot smoking poet who loves the dallas cowboys  stand up comedy and podcasts. jaymohrsports hofer and contributor. living with rsd since 2005.,0,0,989, Somewhere in Colorado, None
1796,8.42E+17, Tue Mar 14 20:37:44 +0000 2017,1.49E+12, @noface23  ive known very sick people on deaths door but doctors dont want to give morphine because they might get addicted what a joke.,  morphine,147248694, misstozak, bookstore owner book lovers welcome here. lists  short link pages  instablock proudly blocked by brad thor americafirst hesmypresident maga,0,0,6431, Oxford: FL, None
1922,8.42E+17, Wed Mar 15 02:41:11 +0000 2017,1.49E+12, 18 to 8 that the painkillers benefits no longer outweigh its risks. opana  3x potency of morphine. were watchin ,  morphine,2533814352, RxProfessor, the overuse of pain medication is devastating to everyone involved. i am making a difference through education  action and leadership.,0,0,235, Atlanta: GA, None
1928,8.42E+17, Wed Mar 15 03:02:56 +0000 2017,1.49E+12, @auswarrior between the morphine and the dilauded my pain is down to an 8. if i move it shoots to a 10. surgery is at 715am.,  morphine,2472035864, noble_darrin, im a long haired pot smoking poet who loves the dallas cowboys  stand up comedy and podcasts. jaymohrsports hofer and contributor. living with rsd since 2005.,0,0,989, Somewhere in Colorado, None
1938,8.42E+17, Wed Mar 15 03:10:47 +0000 2017,1.49E+12, drugmovies @midnight mighty morphine power rangers,  morphine,42839466, hmm_bacon, none,0,0,1321, None, None
165,8.42E+17, Wed Mar 15 22:52:54 +0000 2017,1.49E+12, truman is ok he was sedated amp given morphine at the hospital. then right before xrays  he threw up the 5 inch bon ,  morphine,126901915, Jen_Royle, bostonian. bulldog mom. emmywinning mlb reporter. boxer. chef  business owner. abcs the taste finalist  food networks beat bobby flay. wicked opinionated,0,0,911, BOSTON, None
324,8.42E+17, Thu Mar 16 05:01:38 +0000 2017,1.49E+12, it might be the morphine or being put under today but my heart hurts so much for that baby,  morphine,711963056, ClassyBeachBum, country roads may take me home  but country boys take me up hills  wvu 20,0,0,754, Morgantown: WV, None
423,8.42E+17, Thu Mar 16 14:30:41 +0000 2017,1.49E+12, absinthe was illegal once...just like cannabis is vilified today. compared to morphine. absinthe once described as dangerous as belladonna,  morphine,16174462, WarrenBobrow1, 5x author frmr nyc tv news edit to dishdog to chef to banker to acclaimed mixologistwrites about cannabis  saveur 100   wiki me,0,0,12837, United States, None
443,8.42E+17, Thu Mar 16 15:34:57 +0000 2017,1.49E+12, @mattyglesias thats lot of morphine  but its like 3 hours of cocaine ,  morphine,416139344, ChrisRozon, saas and global logistics. expat canuck  toddler wrangler. drinker of much coffee. i work for inttra  but all views are entirely my own.,0,0,278, Redwood City: CA, None
509,8.42E+17, Thu Mar 16 18:06:36 +0000 2017,1.49E+12, apperantly my attitude stayed the same while being on morphine ,  morphine,1927669735, MoyDimaggio96, cali . im prada you re nada .,0,0,282, None, None
520,8.42E+17, Thu Mar 16 18:32:21 +0000 2017,1.49E+12, if absinthe is as dangerous as morphine what is a gin and tonic ,  morphine,16174462, WarrenBobrow1, 5x author frmr nyc tv news edit to dishdog to chef to banker to acclaimed mixologistwrites about cannabis  saveur 100   wiki me,0,0,12839, United States, None
590,8.42E+17, Thu Mar 16 21:55:21 +0000 2017,1.49E+12, |shes morphine  queen of my vaccine| @ south loop  chicago ,  morphine,981858427, alex_andradiane, chaotic good.,0,0,346, Chicago: IL, {'coordinates': [41.8681423: -87.6289244]: 'type': 'Point'}
615,8.43E+17, Thu Mar 16 23:06:04 +0000 2017,1.49E+12, the morphine is just making me tired not even taking away the pain wtf ,  morphine,2229015883, anya_conda, ucsd ,0,0,819, San Diego: CA, None
618,8.43E+17, Thu Mar 16 23:08:03 +0000 2017,1.49E+12, so 3 days ago @hattiemm was in the er for kidney stones amp got lots of morphine  waited to make sure she was fine be ,  morphine,975294924, itssallymartin, university of kentucky | alpha gam | advocate for socks  sandals | ftk | the office enthusiast | and if not  he is still good daniel 318 murraygsp2015,0,0,619, Owensboro/Lexington KY, None
627,8.43E+17, Thu Mar 16 23:30:02 +0000 2017,1.49E+12, prosecution christy mack had opiates in her system because she received morphine in the ambulance. she had the hell beat out of her.,  morphine,717100525, AdamHerbets, awardwinning reporter  journalist  storyteller at kvvu @fox5vegas.,0,0,1799, Las Vegas: NV, None
745,8.43E+17, Fri Mar 17 03:41:31 +0000 2017,1.49E+12, funny how a doctor will gladly prescribe morphine to a patient  but god forbid you take a hit or two of pot for the pain.  @realdonaldtrump,  morphine,976664240, BorisGBauer, no nwo please. maga brexit frexit  nigel geert marine saleswoman  catholic  northside milwaukee. i listen 2 my vinyl turntable albums  rock  roll,0,0,2078, Milwaukee: WI, None
788,8.43E+17, Fri Mar 17 05:32:25 +0000 2017,1.49E+12, guys morphine is wonderful but it was icky when the nurse put it in cuz it felt heavy like lead. yuck. but no pain now,  morphine,55876242, AndreaHPerezz, to find yourself  think for yourself | ,0,0,505, California: USA, None
810,8.43E+17, Fri Mar 17 06:07:31 +0000 2017,1.49E+12, these pains r no joke. no wonder people be on morphine for this shit..,  morphine,1118668440, Halleo12, chin up kid. it was all a dream,0,0,68, None, None
868,8.43E+17, Fri Mar 17 13:01:42 +0000 2017,1.49E+12, bruh this doctor lame asf i just want more morphine,  morphine,8.03E+17, housewolves_, i like flannels  drums and michael cera. lily livers  housewolves,0,0,182, Southgate: MI, None
904,8.43E+17, Fri Mar 17 15:00:40 +0000 2017,1.49E+12, shes morphine  queen of my vaccine  my love  my love love loveee,  morphine,1353029461, KadenFarley, everyones favorite wookiee virgo sc princess1813,0,0,316, Lake Orion: MI, None
982,8.43E+17, Fri Mar 17 19:10:56 +0000 2017,1.49E+12, @patriot21 @pattism74 @senmccain morphine would knock him out  he is clearly tripping lol,  morphine,976664240, BorisGBauer, no nwo please. maga brexit frexit  nigel geert marine saleswoman  catholic  northside milwaukee. i listen 2 my vinyl turntable albums  rock  roll,0,0,2078, Milwaukee: WI, None
1031,8.43E+17, Fri Mar 17 22:25:32 +0000 2017,1.49E+12, @bklinebetty my mom has bone on bone arthritis. so shes on morphine amp percocet.,  morphine,2262212808, alc510_angie, writer of southern fiction  love animals  michelangelo  thrillers  british mysteries series  and vikings.,0,0,4300, Gallatin: Tennessee, None
1083,8.43E+17, Sat Mar 18 01:10:24 +0000 2017,1.49E+12, 15mg morphine and a glass of moscato does the trick everytime,  morphine,7.13E+17, JuicyBootyXXX, follow backup page 4everjuicyxxx  4everjuicyxxx@gmail. com,0,0,37, Worldwide, None
1210,8.43E+17, Sat Mar 18 14:56:50 +0000 2017,1.49E+12, would be a lot more interesting to watch if they were the mighty morphine power rangers.,  morphine,435527190, ryanlips, photographer. one time  erik estrada cut in line in front of me at disneyworld.,0,0,2010, New Orleans, None
1226,8.43E+17, Sat Mar 18 16:08:17 +0000 2017,1.49E+12, this new street drug is 10 000 times more potent than morphine  and now its showing up in canada and the u.s. ,  morphine,1942457456, cimasism, none,0,0,62, Oklahoma: USA, None
1251,8.43E+17, Sat Mar 18 17:26:34 +0000 2017,1.49E+12, someone leave morphine at my door...,  morphine,722722033, JessicaCorsale, rip sidea griffin ,0,0,611, None, None
1272,8.43E+17, Sat Mar 18 18:41:08 +0000 2017,1.49E+12, i need some morphine to help me recuperate ,  morphine,174346505, Miss_MikaNicole, goof ball  wino  lover of all things beautiful,0,0,662, on your mind, None
1273,8.43E+17, Sat Mar 18 18:45:36 +0000 2017,1.49E+12, @letyl0pez i tried killing myself by overdosing on morphine and it represents how they got my heart going again,  morphine,848653783, kayyllahhh, none,0,0,4559, Fishers: IN, None
1295,8.43E+17, Sat Mar 18 20:19:50 +0000 2017,1.49E+12, my alarm is still set for my aunt to take her morphine. i should have turned it off but i wont for the time being.,  morphine,137434691, MsEllyG, elly here. shethey. animeseiyuu trash. blm. ayiti cheri look at how i sparkle  english  kreyol are good spanish  french ok    do not repost art,0,0,728, Brooklyn, None
1311,8.43E+17, Sat Mar 18 21:30:41 +0000 2017,1.49E+12, @nato with a heatt clamp no way out heart stopping under morphine i went survived  president bush may have been in the air,  morphine,8.14E+17, tony_vannata, none,0,0,99, Sacramento: CA, None
1421,8.43E+17, Sun Mar 19 04:03:31 +0000 2017,1.49E+12, my lil sister is such a hater. i tried to show her the original power rangers and she calls me a nerd. i outta morphine kick her ,  morphine,7.78E+17, EscandonIsrael, my thoughts   if they matter,0,0,135, None, None
1546,8.44E+17, Sun Mar 19 17:56:37 +0000 2017,1.49E+12, so i was on dilauded today stronger than morphine gtlt,  morphine,76966059, ZeuusV, none,0,0,573, None, None
1567,8.44E+17, Sun Mar 19 19:31:18 +0000 2017,1.49E+12, about to hit the floor @runjewels @fatbellybella erykah badu @djshadow morphine amp @dcdmusic dead can dance r ,  morphine,21976545, MUSICSAVEScle, est. 2004  hours tuesdayfriday 28pm  saturday noon8pm  sunday noon4pm,0,0,307, Cleveland, None
1593,8.44E+17, Sun Mar 19 20:55:42 +0000 2017,1.49E+12, nurse injects morphine in me mom te vas a poner borracha ,  morphine,7.20E+17, julissaachavez, amos chavez.julissaa,0,0,39, North Carolina: USA, None
1645,8.44E+17, Mon Mar 20 00:02:28 +0000 2017,1.49E+12, @neckdad mighty morphine power rangers,  morphine,2584439023, maxfromallstate, mates club worldwide is a gang ,0,0,352, weenie hut jr, None
1672,8.44E+17, Mon Mar 20 01:36:39 +0000 2017,1.49E+12, @theguywilson  i was on morphine for four years during my cancer fight. but i beat that bitch.,  morphine,8.03E+17, JmaxG2, musicianartist  queer redneck from mississippi and lover of life my opinions and replies may not please everyone  im not even going to try  love ya,0,0,275, Tupelo: MS, None
1680,8.44E+17, Mon Mar 20 02:03:43 +0000 2017,1.49E+12, @hgphillies i watched that in a morphine haze in my hospital bed with a broken hip after crashing my bike the day before riding in lbi,  morphine,1612009711, tomgill97, sports is the essence of life,0,0,42, Mercer County: New Jersey, None
1769,8.44E+17, Mon Mar 20 13:53:11 +0000 2017,1.49E+12, nas babies will shake uncontrollably  be in constant pain be inconsolable and may end up on morphine every two hours. notworthit nasbabies,  morphine,59904626, makhallie_shea, they say people in your life are just for seasons and everything that happens is for a reason,0,0,326, bingamon wv , None
1790,8.44E+17, Mon Mar 20 15:20:51 +0000 2017,1.49E+12, @vp he is on probation oh. tusc co. municipal court for hit and run  drinking and driving last fall.  he also sold morphine tabs. i am 69,  morphine,1921113960, MaggiemagLou, creative  intelligent  authority. holy bible believer. singer  songwriter  poet  pianist. lover of all music. advocate  lobbyist  peaceful activist.   usa,0,0,244, Dover: OH USA, None
1824,8.44E+17, Mon Mar 20 17:03:35 +0000 2017,1.49E+12, @sueannlevy after painful  major surgery  i needed much morphine  but when i felt better  i was done with it. tired of coddling with s.,  morphine,1169197861, bubbyskid, none,0,0,427, Toronto: ON--United States, None
1842,8.44E+17, Mon Mar 20 17:54:53 +0000 2017,1.49E+12, i took a glance at this and thought it said its morphine time ,  morphine,246098522, _Tae_sav, ion care about you or your problems,0,0,464, None, None
1850,8.44E+17, Mon Mar 20 18:28:28 +0000 2017,1.49E+12, i pray im never on morphine around my mother omg  ,  morphine,21166967, di_m_ex, une femme libre sheha,0,0,1058, phila(but im from upper darby), None
1869,8.44E+17, Mon Mar 20 20:02:26 +0000 2017,1.49E+12, im really tryn figure out what morphine medicine make yall do this ... child anything for some views amp likes.  ,  morphine,1611065430, __lexnicole, creator of pvre columbian  alexisnicole x honey   for all inquiries email me @ alexist5408@icloud.com,0,0,673, Phillyäìš¥Ÿ, None
1893,8.44E+17, Mon Mar 20 21:21:41 +0000 2017,1.49E+12, dat morphine got ha rite . no fucks given  ,  morphine,52165393, YoungMikey954, hippie hustla odhl broward county artist ymyoung mikey hippie nigga  in the hood widdit 5519 400 hustla  4way deepside southsidehippies,0,0,2800, Broward County : FL, None
1917,8.44E+17, Mon Mar 20 22:48:19 +0000 2017,1.49E+12, so one of my patients was knocked out bc they injected morphine in him.. i tried to wake him up ,  morphine,2434065347, aaroneskenazi_, mia. | emt. |   eskenaziii,0,0,1169, TECHNOTEMPLE, None
2012,8.44E+17, Tue Mar 21 03:03:16 +0000 2017,1.49E+12, fact a kiss can be 10 times more effective than morphine @ reducing pain  as its thought that it activates the bodys natural painkillers,  morphine,381610577, EpitomeofReal81, mother | writer | blogger | simply latoria... scmostlytoya igepitomeofreal,0,0,280, Philadelphia, None
